date,date,content,score,at
9,9,예약대기시 무한정 기다리게 함 예약대기 기간에 대한 어떤 설명도 없음 언제까지 기다려야하는지 업체에 알아보지도 않으며 기다리라고만하고 시스템 설명도 제대로 못해줌 여행전날에도 계속 예약대기시킴 몇년 사용한 어플이었는데 이제 안 쓸예정,1,20221230103702
10,10,가장 이벤트를 많이하고 쿠폰도 많이 주네요^^ 이용중인 숙박앱중 최고입니다.. 계속 번창해주세요^^,5,20221226113603
11,11,좋아요,5,20221218125256
12,12,울산에도 무인텔이 많이 생겼으면 좋겠어요,5,20221216194216
13,13,굿,5,20221206011626
14,14,입실 하루전에 대기예약했는데 체크인 2시간 전에 예약 취소됨 오랜만에 가족 여행 완전 망침! 데일리 호텔측 문의해도 모른다로 일관하고 쓰레기 어플임 절대 여기서 예약하지 마시길!,1,20221124131033
15,15,뷰가최고에요,5,20221124073643
16,16,사용중!,5,20221115181003
17,17,정말 최악의 앱입니다 예약하고 밤에 숙소가는데 예약이 중복되서 숙소이용이 불가하다고해서 난감하고 황당한 경험을 했습니다,1,20221110210124
18,18,슈퍼로찌등 여러앱에서 지독하게 광고봤습니다 뭐 하루에 몇십번찍 징하게 나옵니다 질립니다 탈퇴고민중입니다 수퍼로찌는 잘못클릭하면 바로 넘어갑니다 여러번잘못누르네요 이런분 많을듯해요 중복광고차단좀 해주세요 리뷰 올리고 오늘 또 잘못눌렀어요 미안해요 하루에 수십번 눌러서 계속 눌러지네요 난 당장 여행 계획도 없는데 잘못눌렀다는 이유로,1,20221110190352
19,19,편안하게 잘쉬어다 갑시다 안락한실내공간 씁니다,4,20221106084815
20,20,그지같음,1,20221101040846
21,21,갑자기 Avast 에서 멜웨어 처리 되네요 ? Avast가 문제인건지 빨리해결되야겠네요,1,20221026071111
22,22,Avast가 악성코드 있다고 지워버림,1,20221026064538
23,23,숙박어플 한두개도 아니고 여기가 특별히 할인을 더 해주는것도 아니고 그냥 다른 어플 쓰시는걸 추천드려요~ 여기는 취소가 어플에서 불가능합니다. 정말 굉장히 불편해요. 저도 그동안 몇번쓰다가 오늘에서야 알았는데 여긴 취소하려면 고객센터에 직접 연락해야 되네요. 찾아보니 이것땜에 고객센터 연락안돼서 피해본 고객들도 많던데 여전한걸 보면 개선의지 자체가 없는것 같네요,1,20221024105458
24,24,디자인이 심플하고 원하는 호텔이 다 있어서 사용하기 편리해요 가장 즐겨찾는 숙박앱이에요!,5,20221011173021
25,25,"일주일뒤 예약건으로 방3개 예약했는데ᆢ15분뒤 모두 만실되었다고 강제취소한다네요ᆢ예약플랫폼이 구린건지ᆢ 비싸도 익숙함에 자주이용했는데ᆢ아고다, 호텔스닷컴으로 떠납니다. 고객응대교육도 엉망입니다",1,20221008201803
26,26,별로임,1,20221007172132
27,27,리뷰 수정 및 삭제가 되도록 업데이트 되었으면 좋겠습니다. 위생이나 청결문제로 트루리뷰를 달아도 사장님이 착각한거아니냐 해서 착각한거 아니고 다른 투숙객들에게 피해보지말라고 말하고 싶어도 수정도 안되고 삭제도 안되네요. 숙박어플 특성상 다양하게 사용될듯한데 수정 및 삭제만 돼도 더 많은 사람들이 후기를 남기지 않을까하는 의견이 있습니다.,4,20220926221546
28,28,광고 push를 너무 자주 보내요.. 하루에 몇번씩 오는건지.. 아니 앱push를 받으면 이메일알림 같은거는 안 받게 해주던지요..무슨 알림 3가지 다 받아야만 되게 해놨네.. 골드회원 유지하려면 키래서 켜놨는데 그냥 끄고 적립 안 받을래요..,1,20220907163354
29,29,"상술 장난아니에요, 예약 당시 야외수영장 이용 가능한것 처럼 적어 놔서 막상 예약했더니, 호텔측에선 애초부터 그런패키지 없다고 하네요ㅡㅡ 호객 수준이 사기꾼이네.",1,20220829165027
30,30,굿,5,20220828170330
31,31,7월토스 페이 할인 예약드가면 다시 앱 열기로 되풀이 됨,1,20220821111221
32,32,설치가 않되네요,1,20220813141047
33,33,다른 사람 아이디로 로그인이 돼있어서 로그아웃을 하고 본 카카오계정으로 로그인 하려고 카톡그림을 클릭 했는데도 자꾸 다른사람의 계정으로 로그인이 되는데 이거 도대체 왜 이러는 건가요..상대방꺼로 로그인 한 것도 카카오계정으로 한게 아닌데..앱을 지우고 다시 깔아도 계속 상대방꺼로 로그인이 되는데 이거 정말 어떻게 해야 되는 건가요..급합니다 ㅠㅠㅠㅠ,3,20220811164610
34,34,굿~~~~,5,20220811082626
35,35,'🤩🤣,5,20220810104829
36,36,좋아요,5,20220810001436
37,37,조아요,5,20220806234712
38,38,깔끔 합니다,5,20220801135507
39,39,굿굿,5,20220801013432
40,40,그냥 메인페이지는 다허위,1,20220730082201
41,41,예약한지 몇시간만에 취소해달랬더니 취소불가라면서 업체랑 서로 미루는 곳.다신 예약안함.,1,20220728193627
42,42,항상 즐겨 사용합니다~ 편리해요!^^,5,20220726174329
43,43,숙박어플중 가장 많은빈도로 사용중임. 장점은 숙박포인트지급이 제일 괜찮은것같고 어플 편의성도 괜찮음,5,20220726152651
44,44,"어플 3년동안 이용하고있는 사람 찐후기 * 데일리호텔 이라고해서 호텔만 예약가능한게아니에요!!! - 호텔 , 모텔 , 민박 , 펜션 , 리조트 , 레저이용권 , 놀이공원이용권 , 레스토랑 전부 예약가능!!!! 1. 해외와 국내호텔을 한어플을 통해 예약할수있다 2. 국내 호텔 , 숙박 이용시 무료취소가능할경우 어플로 취소가 가능함 3. 다른 숙박어플들보다 숙박이용가능한곳이 많다 4. 데일리호텔 어플로 편하게 레스토랑 예약가능 5. 각종 레저이용권을 할인받아서 예약 , 구매가능 6. 호텔 특가이벤트 매월 특가찬스로 호텔숙박예매를 정말 말도 안되는 가격으로 예매가능함 대신 특가상품이 있을때만 가능한거임 아무때나 가능하지는 않지만 특가상품이뜬날이 당신에겐 특별한 날을 선물하세요 7. 결재 시스템 간소화 데일리호텔은 여러결재 시스템으로 결재방식에 구애받지않고 편안하게 결재를 할수있기게 편안합니다.",5,20220725143345
45,45,몇년전부터 쭉 이용해왔는데 앱이 보기 편하구요 익숙해져서 그런지 전 좋네요!,5,20220725132159
46,46,다양한 앱들 비교 후 이용했는데 데일리호텔이 가장 싸서 여행비용 아끼는데 도움이 됐어요!!좋은 숙소를 저렴하게 이용하게돼서 너무 좋아요.다음여행에도 이용해야겠어요!!,5,20220724193602
47,47,좋아요. 여행때 항상 이용하고 있습니다.,5,20220724080226
48,48,밀크코인으로 충전해서 쓰려니까 전에는 검색도 잘되고 원활하던 서비스가 충전하고 나니 검색도 안되고 계속 서버와의 접속이 원활하지 않다네요.,1,20220722164227
49,49,3박4일간 일정계획 전혀 없이 제주도 여행가서 매일 숙박을 이 어플로 좋은 호텔 저렴하게 이용했네요. 호텔 가격이 날마다 다른 점은 좀 궁금하네요. 시세가 달라지는건가요.,5,20220721021959
50,50,굿 좋아요공감,4,20220720191949
51,51,여러가지 이벤트와 연계되는 할인이 되는 숙박앱이라서 좋아요. 인앱적으로 많은 노력을 하는 것 같아서 좋습니다. 유용하게 쓰고 있고 몰랐던 숙소도 데일리 호텔을 통하여 알아가고 있습니다. 계속해서 많은 이벤트와 앱의 업데이트 부탁드립니다.,5,20220718192336
52,52,아직 이용해보지는 않아서 별점은 4개! 하지만 호틸 가격만큼은 정말 10점만점에 10점이네요!! 굿굿&gt;&lt;,5,20220718135847
53,53,데일리 호텔 앱 잘 사용하고있습니다! 가장 좋은점은 골드회원 제도 입니다 골드회원이면 숙박 이용이나 식당 예약시 포인트가 많이 쌓이고 그 포인트를 바로바로 사용할수있어서 좋아요. 코인 뽑기로도 포인트를 쌓을 수 있어서 좋습니다!! 앱 이용시 불편한 점은 아직 없네요 깔끔하고 사용하기 편해요! 모두들 데일리호텔 이용해보세요,5,20220717230059
54,54,굿입니다,5,20220717224250
55,55,예약 3번 취소 당함,1,20220717184022
56,56,여러 종류의 숙소를 검색하기도 좋고 예약시스템도 편리합니다. 처음 세팅이 오늘로 되어있으니 주의해서 예약해야합니다!!!,5,20220717153248
57,57,안녕하세요,5,20220717083303
58,58,편리해요,5,20220715171503
59,59,굿,5,20220714065836
60,60,리뷰가 솔직함,4,20220712182915
61,61,사용하기 참 유용합니다,5,20220711104719
62,62,아주 잘 쉬었어요,5,20220711060207
63,63,유익하다,5,20220710215230
64,64,"여기어때, 야놀자, 호텔스컴바인등등 다양한 여행어플을 사용중입니다. 요즘 어플들 사용성은 다들 상향평준화되어 있어서 비슷한듯합니다. 조금의 차이는 있겠지만 그건 취향문제인것같아서 논외로하고. 이 어플의 가장좋은점은 다른 나머지 어플들보다 가격이 싸다는것!! 그거 하나면 쓸만한거 아닐까요?",5,20220710175113
65,65,2주전 예약했는대 체크인 4일전에 업체에서 갑자기취소해달라고 함. 관광지고 주말이라다시 예약하기도 힘들고 가격은 오를대로 오르고 고객센터에 전화하니 엄청 수동적으로 대처함. 결국다른 하루종일 여러사이트검색하다가 비싸게 다른곳 예약함,1,20220706104755
66,66,ㅡㄱ니ㅒㆍㅓ냐ㅡ네ㅡ느드,5,20220701144549
67,67,"앱이 처음 나왔을 때 (조인성이 광고했었나 아마..)부터 잘 사용하고 있습니다. 국내에서 호텔 예약할 때 가격비교 등의 고민없이 믿고 쓰는 앱. 바로바로 알람이 오고, 인터페이스도 편하게 되어 있어서 출장이나 여행갈 때마다 잘 쓰고 있습니다. 특히 출장가서는 일정이 유동적인 경우가 많아서 저녁 늦게 당일 숙소를 예약하는 경우가 많다보니 아주 요긴하게 사용하고 있습니다.",5,20220628130736
68,68,다양한 혜택이 있어서 종종 이용하고 있습니다!,5,20220626103042
69,69,이용많이 하는데 여행정보등 좋아요,4,20220625131036
70,70,굿,5,20220625111651
71,71,출장을 자주 다니는데 데일리호텔 포인트나 할인이 많아 자주 이용합니다. 좋아요~,5,20220625091559
72,72,육군중장 김학주 장군 1. 견비하게 하나님만 바라라 2. 오직 하나님의 영광을 위하여,3,20220623122127
73,73,굿,5,20220622155655
74,74,좋네요 근데 어플이랑 홈페이지 색깔은 왜 와인색에서 검정색으로 바꾸셨나요? 좀 칙칙하네요..,5,20220620135952
75,75,넘좋아요ㅋ,5,20220620123919
76,76,좋음,4,20220618225420
77,77,할인되는 종류도 다양한데 자동적용 되서 좋아요!,5,20220618175740
78,78,매우편리함 감사합니다!!^^,5,20220617222737
79,79,좋아요,5,20220617125919
80,80,편하게 잘 쓰고있어요. 각종 할인 행사 등이 많아 필요할때 찾게되네요,5,20220617114354
81,81,너무좋아요,5,20220617022414
82,82,유용하게 보고있음,5,20220616163931
83,83,좋아용,5,20220615165756
84,84,"저렴한 조건으로 다양한 호텔을 경험할수있어 아주 좋아요. 가족여행,커플여행으로 항상 사용중이고 가성비 및 가심비가 아주 만족스러운 어플. 급하게 룸을 예약할때마저도 인터페이스가 심플해서 가격비교 및 나에게 맞는 조건을 찾기에 좋아요. 항상 이그제큐티브 사용중인데 데일리호텔로 이용하다보니 레이트체크아웃 및 추가혜택을 받을수있는 점이 더 만족스럽게 만들어줍니다. 앞으로도 지속 사용예정이고 앞으로도 좋은 조건으로 더 많은 호텔 업데이트 부탁드릴께요^^",5,20220613210425
85,85,사용편하고 너무 많아서 고르기가 힘들어요,5,20220613043350
86,86,오랜만에 가족과 여행을 가려고 세종 숙박업소를 예약했는데 리뷰도 도움이 되었고 편리한 결제 시스템에 할인까지 더해져 만족도가 아주 높네요. 킹왕짱입니다 ㅎㅎ,5,20220612200210
87,87,추가 리뷰입니다. 항상 데일리호텔 이용하고 있어요. 7월 제주도 숙소도 모두 데일리호텔 이용했죠. 검색이 편하고 수월해서 항상 이용하게 되네요. 가격도 특가 뜰때는 가장 저렴해서 만족하면서 사용하고 있어요. 다른 어플과 좀더 차별화를 해서 더 일찍 예약하면 특가를 제공한다던가. 우수 고객은 초 특가 응모기회를 더 준다던가 하는 충성고객 유인책이 더 필요할 것 같네요. 수고하세요~ 데일리 호텔 앱을 통해 부산 파다라이스 다녀왔습니다. 특가떴을때 광속 예약했습니다. 데일리호텔에서만 10만포인트랑 바다뷰 제공되었어요. 부산에 있는 호텔중 가족과 가기에 최고네요. 직원들도 아주 친절하구요. 다음에 온 가족과 다시 방문할 예정임. 해운대 5성급 시설 호텔느낌 모두 고려 했을 때 부산 최고!! 데일리앱에서 특가뜨면 바로 클릭 고고!!,5,20220611165859
88,88,항상 여행가기전 그 지역의 볼거리 맛집 즐길거리가 중요하지만 저는 숙소가 더 중요하다고 생각합니다 접근성 부대시설 깨끗한 객실 그래서 데일리호텔을 이용하여 어느지역의 숙소가 괜찮은지 비교하기 쉽고 찾아보기 쉬워서 여행 간다하면 늘 데일리 호텔을 이용하여 예약하고있습니다 VR로 직접 묵을 숙소의 방을 구경할수있어 좋고 한눈에 이해할수있는 시스템이 너무나 마음에 드네요~ 편리하게 만들어주셔서 감사합니다,5,20220609195237
89,89,오 데일리호텔앱. 사용하기 쉽고 편리해서 좋아요. 항시 이용하고 있습니다.,5,20220607132336
90,90,좋아요!,5,20220606085128
91,91,"오늘 데일리 호텔에서 18만원짜리가 다른앱에서 7만원인걸 확인했습니다. 심지어 리뷰상의 평가와 실제 룸컨디션이 안 좋은쪽으로 차이가 많이 났습니다. 이렇게 신뢰할수가 없다니, 다신이용하지 않을 예정입니다.",1,20220605180118
92,92,좋아요,5,20220605114428
93,93,어플 이용후기 읽어보고 사용하게 되었습니다. 깔끔한 UI에 숙소별 날짜에 따라 가격이 잘 안내되어 있어 사용하기 아주 편했습니다. 전체적으로 컨디션 좋은 숙소정보와 합리적인 가격이 제일 큰 장점이라고 생각됩니다. 입실 전 알람으로 알려주는 서비스도 이용자를 위한 큰 배려라고 생각되어 참 좋았습니다.,5,20220529215903
94,94,"코시국의 탈출하는 요즘 시기. 서울 성시경 축가 콘서트 티켓팅 한달전에 성공. 여친과 지방에서 올라가는터라 공연보고 하루 자기로 함. 데일리호텔에서 조건별 필터가 따로 없어서 강남 한강뷰 호텔 검색하느라 조금 고생~ 하지만 데일리 호텔로 이용한 숙소 덕분에 여친이 넘 좋아해서 칭찬받음 ㅋ 요즘 XXX과 데일리호텔 두 어플 모두 이용하는 사람이 많을텐데~ XXX가 할인을 많이하는 것처럼 보였지만 같은 숙소(특2급 호텔)인데 같은 날짜인데도 데일리호텔이 조금 더 쌌음. 솔직히 앱 디자인도 더 깔끔해서 보기에도 눈이 더 편안하고 직관적이어서 더 좋습니다. 다만 바라는 점이 있다면 수영장, 오션뷰, 조식제공, 등으로 검색이 가능하도록 하는 옵션 필터만 있으면 데일리 호텔 하나만 써도 될듯 싶네요. 암튼 데일리 호텔 덕에 100일 기념 여행 행복했습니다.^^",5,20220529182727
95,95,숙박 예약할 때 편리하게 잘 사용하고있습니다:),5,20220528172148
96,96,주말에 데일리 까사로마 청도팬션에 빈방이 있어 예약을 했고 돈 입금 예약완료함 2시간뒤 팬션직원한테 전화와서 방이 꽉찼다며 데일리호텔 전산이 오류나서 그런거라고 나한테 방 취소해주겠다고 함 팬션가서 먹을거 다사놓고 입금까지 하고 계약번호까지 받은 상황에서 전산오류로 방꽉차서 취소한다는게 어이없었음 데일리 직원들 상담도 정말 성의없고 일대일 채팅 답변도 잘안해줌 데일리상담원에게 고객들은 예약해서 입금하고 불가피한 사정이 있어 당일 취소하면 방비 안돌려주면서 데일리측 실수로 고객은 방 취소되고 시간낭비 돈낭비한건 어떻게 책임져줄꺼냐니깐 방법없다네 쩝 서비스엉망 전산엉망,1,20220528134209
97,97,호캉스 할 때 마다 이용하는 앱이예요. 사용하기 편해서 좋습니다.,5,20220527134742
98,98,가성비가 좋아요,4,20220524144532
99,99,다양한 할인권이 이용으로 즐거운 여행이 된다,5,20220523102724
100,100,"정말 좋은 어플입니다. 항상 전화로 모텔 및 숙박시설 찾아 헤맸던 기억이 많지만, 어플 하나로 할인부터 내부 후기까지 볼 수 있어서 좋습니다. 좋은 어플 만들어 주셔서 고맙습니다.^^",5,20220522172836
101,101,잘쓰고 있어요 제일 저렴할때가 많네요! 넷플릭스 등 옵션을 확인하기가 쉬워요,5,20220514135337
102,102,편하고 빠르게 예약하고 앱 내 지도 화면으로 숙소 위치를 쉽게 찾고 객실료를 다른 숙소들과 바로 비교할 수 있어서 좋습니다.,5,20220511174045
103,103,강추,5,20220502181832
104,104,별로;;,1,20220501112827
105,105,앱 접속화면에서 무한로딩중 저만 그런게 아닌것 같은데 빠른 조치좀..,1,20220501090708
106,106,실행하면 메인에서 화면이 안넘어갑니다??,2,20220501090104
107,107,% . .,3,20220424091531
108,108,할인률이 잴 큰것같아요. 찾아보기도 쉽고 그런데 그전에 조회한 설정을 저장해두는 시스템도 있으면좋겠어요. 매번5인 아이들 나이 설정하는거 귀찮아요,5,20220423233435
109,109,"데일리호텔 아주 만족합니다. 수년째 이용 중이에요. 친구와 식사, 부모님과 가족 여행 등 정말 알뜰하고 요긴하게 활용 중이죠. 골드회원이면 포인트 적립도 잘 되고, 그 포인트로 숙소 결제도 돼죠. 특급호텔 뷔페 상시할인과 이벤트도 자주 있어요. 카카오페이 결제할인도 쏠쏠합니다. 새벽까지 응대하는 고객센터도 만족스럽습니다. 타 앱과 달리 제가 푸시 알림을 켜두는 거의 유일한 앱이네요.ㅎ 데일리호델앱이 더 성장해서 좋은 조건의 숙소와 레스토랑 많이 만날 수 있길 바래요~",5,20220415200510
110,110,낚시가 좀 심한 것 빼면 좋아요..,4,20220414094134
111,111,이 어플만 몇년째 쓰고 있고 UI도 괜찮아서 다른 어플은 안쓰는데 딱 한가지 행정처리는 꽉막혔음. 날짜를 잘못지정해서 결제후에 곧바로 고객센터에 전화하니 당일 입실시간 지나서 취소도 안되 그렇다고 날짜변경도 안되 흠..... 딱딱하고 기계적인 대답만 하시네요. 늘 애용하고 있다가 한순간에 실망했습니다. 다행히 해당 펜션 사장님이 매우 친절하게 응대해주셔서 해결됐지만요. 이런 부분은 개선해야할 부분이라고 생각합니다!,3,20220411210031
112,112,구려,1,20220409173145
113,113,고객센터 문의하기 진짜 힘드네요. 카톡 상담사 5~10분마다 한마디씩 하는데 답답해죽겠음. 답답해서 전화로 고객센터 문의하니 취소는 호텔 규정 따라야한다고 상담사는 무조건 안된다고만 함 결제한지 10분 밖에 안 됐고 카드 변경해서 결제하려고 한건데도 안된다고 일관. 관련 내부 규정 하나도 없냐고 캐물으니까 그제서야 선결제하면 잘못 결제한 거 환불해줄 수 있을수도 있다고 알아본다고 함ㅋㅋㅋㅋ 상담사 교육 그냥 총체적난국임. 앱 삭제할게요~,1,20220406142517
114,114,"""예약대기"" 상품은 판매 안하시는게 좋을듯 합니다. 호텔측에 모든 권한이 다 있으면서 중간에서 수수료만 받고 아무런 책임도 안 지겠다는게 무책임하네요. 적어도 언제쯤 예약여부를 통보해주겠다, 또는 몇 % 정도 가능하다는 예측은 제공해야하지 않을까요?",1,20220404203043
115,115,리뷰를 보고 선택하기때문에 예약해서 실패한 숙소가 없었어요 최공 ㅎ 저도 좋은숙소덕에 여행을 잘 즐기다갔기 때문에 리뷰를 꼭 남기려는 편이 되었어요 숙소가 여행의 반이상을 차지하기 때문에 데일리는 여행계획에 필수가 되버렸네요 ㅎㅎㅎ 그리고 거의 쿠폰을 지급해주기때문에 다른 사이트에서 검색했을때보다 저렴한것도 좋습니다!!,5,20220402205952
116,116,리뷰쓰는거 어떻게합니까?,1,20220326114551
117,117,다음부턴 야놀자랑 데일리호텔 고객센터 통합하시던 완전 분리하시던 하세요 ^^ 별 한개도 주기 아까운데 데일리호텔 카톡문의로 호텔 레스토랑 예약변경 어떻게 하냐니까 야놀자 고객센터 번호 연결해주면서 레저부문 연락하라고 하고 야놀자 고객센터 레저부분에선 저희 담당이 아니라 ㅜㅠ 다시 ARS거쳐서 야놀자 호텔부문전화하니 저희 담당이 아니라 ㅜㅠㅠ 다시 ARS 거쳐서 야놀자 총괄 상담에 전화하니 저희 담당이 아니라 ㅜㅠㅠㅠ 데일리호텔 번호 받아서 전화하니까 대기시간 10분이상 ^^ 개열받아서 그냥 끊고 호텔 레스토랑 직접 전화해서 예약 변경했네요 예약 변경하실라면 데일리호텔 거쳐서 하지마세요 저처럼 개 열받으실테니까 ^^ 전 다음부터 다른 업체 쓸랍니다 수고하세여,1,20220317014235
118,118,고객센터 대처가 별로,2,20220308172323
119,119,최고에요,5,20220223202025
120,120,좋아요,5,20220221185252
121,121,말장난 하는 데일리호텔 다시는 이용안합니다. 취소규정에는 당일 14시59분 이후 불가능하다고 하면 당연히 사용자입장에서는 아 그전에는 취소 가능하구나 라고 생각을 하지. 이렇게 수수료 쳐먹고 싶어하는거 알았는데 또속고 있네요 바로 삭제합니다.,1,20220215224453
122,122,지역 곳곳에 있는 호텔 모텔 등을 찾아보기도 쉽고 직관적인 UI라 처음 사용할 때에도 편리 했던 것 같아요 사용하다보니 포인트 적립도 쏠쏠하고 여러모로 유용합니다 ㅎㅎ 앞으로 사는 곳에서나 타지로 여행 갈 때 마다 이용할 것 같아요,5,20220215155650
123,123,"저는 데일리호텔 하나만 이용합니다. 숙소를 실제로 이용한 사람들의 사실적인 후기가 많아서 참고하기 좋고, 필터링 기능이 유용해서 원하는 호텔을 검색, 예약하기 쉽습니다. 숙소 사진도 많고 소개가 자세한 편이구요, 할인쿠폰도 자주 주시고, 마일리지가 많이 쌓여서 다른 어플보다 할인을 많이 받을 수 있습니다. 이런 점이 데일리호텔을 애용하게 만드는 것 같아요. 숙박 외에도 레스토랑, 체험 등 새로운 부분들도 많이 나와서 더 많이 이용하게 되었어요! 앞으로도 유용한 기능들 많이 만들어주셨으면 좋겠습니다!",5,20220215120640
124,124,안녕하세요,5,20220213155333
125,125,다른곳보다 비싸게 책정되어있고 환불시 절차도 타 업체보다 까다로움 고객유치와 편의보다는 단기간 수익에 몰두한 것 같아 지우고 딴거 쓰려구요,1,20220209201804
126,126,몇년동안 계속 잘사용하고있었는데. 야놀자에 인수되더니 개념을 상실했는지. 모텔을 왜 카테고리에 넣어놨음? 부띠크까지야 그렇다고 쳐도. 모텔 검색할꺼면 야놀자 쓰지. 호텔앱을 왜 사용함? 야놀자 독점 비스무리하게 되더니 개념 상실했네.,2,20220207214517
127,127,절대 이 어플깔지마세요 정말 사기꾼어플입니다 호텔이라고해서 갓는데 모텔이고 모텔이 여관수준보다 더 못해요 김지완 상담원은 고객 불만을토론하는데 말꼬리꼬리 잡아서 말장난하는것도아니고 소비자를 우롱하는것도 아니고 고객님이 글씨를 안봣다고 잘못햇다는걸로만 몰아붙히고 데일리호텔어플이고 W호텔 호텔이라고 써잇엇고 당연히 호텔이니깐 구정연휴 편하게 지낼려고 숙소로정한거엿는데 상담원은 모텔 써잇다고 계속반복반복 모텔써잇다고 우기고 정말깨알처럼써잇긴하더라구요 호텔은대문짝하게 써잇고 다들 대문짝만한글씨가 호텔로써잇으니 이왕이면 호텔이 낫다싶어 예약햇지 적은금액도아니고 9만원인데 모텔9만원짜리가 어디잇냐고요 그 주위에 새로지은 모텔 엄청많드만 정말 눈감고 속앗네요 절대 어플깔지마세요,1,20220131141435
128,128,별점하나도 아깝다.. 다른 곳보다 더 비싸게 가격책정하고 예약취소했는데 예약취소안됨 말로만 로그를 확인해서 취소중에 완료가 안됐다고 함.. 이거 앱문제같은데 이걸 왜 사용자에게 떠 넘기나? 역겨운 넘들..,1,20220126120658
129,129,좋아요~~~~~~~~굿,5,20220114191607
130,130,평생안쓸거임,1,20220107235606
131,131,자가격리대상자에 당첨되서 숙박이용 못하게되었는데 지역마다 코로라단계는 달라서 취소불가랍니다~ 말인가요?,1,20220107152628
132,132,"몇 년째 애용하고 있는 숙박어플이자 지금처럼만 계속 유지해 줬으면 하는 숙박어플 중 하나입니다! 필터링 기능이 정말 유용해서 항상 원하는 옵션의 숙박업소를 선택할 수 있는 점이 좋습니다. 그리고 할인 쿠폰도 자주 주고, 마일리지도 금방 쌓여서(호텔 두세 번만 이용하면 만원 좀 넘게 쌓여서 마일리지 생각 안 하고 있다 보면 마일리지로 꽤 많이 할인받을 수 있습니다!) 기존 가격보다 싸게 갈 수 있다는 점이 데일리호텔을 오래 쓰게 만드는 점인 것 같습니다. 어플 내 VR 기능으로 방을 둘러볼 수도 있는데 실제 룸 컨디션과 큰 차이가 없어서 방 고르기에도 편합니다! 또한, 숙소를 이용한 사람만 리뷰를 남겨서 예약할 때 더 참고하기 좋은 것 같습니다. 최근에는 숙박 상품 외에도 레저나 체험활동 예약을 싸게 진행할 수 있는 메뉴도 나왔길래 호텔 예약하면서 체험도 예약해 보려고요! 앞으로도 지금처럼 좋은 혜택과 편리한 기능 유지했으면 좋겠습니다.",5,20211231210250
133,133,별 반개가 없어서 하나 드리지만 최악이예요 펜션예약했는데 중복예약이라고 취소하라니요? 숙소 근처 도착해서 점심먹다가 전화받았습니다;; 펜션 사장님 말로는 이미 판매완료 된 방인데 데일리호텔측에서 안내린거라고 하셨습니다. 다른 펜션 안내해드릴까요? 라고 물어보셔서 다른 펜션은 중복예약 안되냐요 라고 물어봤더니 또 중복예약이 될수도있다네요ㅋㅋㅋㅋㅋㅋ 이 무슨 황당한 경우가 다있죠? 힐링하려 구미에서 통영까지 왔는데 힐링은 무슨;; 교통비 아까워 급하게 근처에 있는 비지니스 호텔 예약했는데 오션뷰 펜션에서 모텔같은 호텔이라니... 여행 다 망쳤네요,1,20211230153758
134,134,항상 이용하고 있습니다! 다 좋은데 검색만 좀 더 자세히 할 수 있었으면 좋겠어요 - 시티뷰나 24시간 스테이 같은거요! :),5,20211230144415
135,135,좋아요 여행할때마다 이용하고있어요,5,20211230120642
136,136,"위치별, 장르별, 가격별 필터로 내가 원하는 숙소를 검색하고 갈 수 있어서 정말 편합니다. 깔끔하게 보기 편하고 한 눈에 들어와서 다른 어플에 비해 훨씬 편합니다!",5,20211227144200
137,137,최고인듯....,5,20211227125705
138,138,당일날이라고 환불안됨....아니 예약한지 1시간도 안됐는데 그게 뭐 힘들다고 깐깐하게 절때 환불안해줌,1,20211226081746
139,139,여러 호텔을 비교해서 볼수있어서 아주 편리합니다. 호텔에서 호캉스 하는걸 좋아하는데 여친과 분위기 내며 하루를 보내고 싶을때 너무 좋더라구요^^ 앞으로도 좋은 호텔을 좋은가격에 이용할수 있게 더 좋은 기획 부탁드립니다~^^,5,20211223213636
140,140,데일리호텔 앱 하나로 여행이 정말 편해졌습니다. 항상 여행을 하게 되면 숙소가 가장 큰 고민인데 실시간으로 숙소의 위치와 상태 빈방의 유무 그리고 가격까지 바로 알수있어 사용하기가 정말 편리합니다. 다른 어플과 비교를 많이 하는데 데일리호텔 어플은 사용법이 정말 간단하고 가격마저도 저렴합니다. 또한 많은 이벤트를 통해 혜택을 받을수 있어 요즘엔 굳이 다른 어플은 안쓰고 데일리호텔 어플 하나로만 사용하고 있습니다. 이런 좋은 어플을 만들어주셔서 정말 감사합니다.,5,20211222101604
141,141,안녕하세요,5,20211216060955
142,142,이벤많이하고 가격이 제일 저렴하게 판매가 이루어지는 어플. 단 한가지 조금 부족한게 있다면 호텔 주소를 네비게이션과 연동이 안되는점이다. 네비게이션 종류를 선택하게 하고 연동만 된다면 100점짜리 어플이 될것이다.,5,20211213174408
143,143,어플로 예약취소가 안됩니다. 전 전화로 취소하긴했는데 네이버 블로그보니 다들 취소가 어려운거같아요.,1,20211213121222
144,144,코로나로 가족만 조용한 곳에 여행을 자주 가게 되네요ㅡ 그래서 데일리호텔앱은 항상 깔아놓고 숙박지 추천을 보고 있어요. 검색하고 지도 및 시설. 후기를 보는데 아주 유용해서 포털 검색하다가도 다시 이 앱으로 들아와 찾아봅니다. 그간 수차례 이용했지만 예약제 및 변경에 문제가 있었던 경우가 없었어요. 앱에서 하는 이벤트도 자주 있어 좋아요.,5,20211209121219
145,145,신속정확합니다^^,5,20211207191452
