date,content
13776,ㅡ로그인 오류 해결 좀
13777,저렴하고 편리하고 무료 취소까지
13778,검색이 편리하고 상담 센터 직원도 너무 친절
13779,다른 사이트보다 좀 더 저렴함
13780,빠르고 좋아요
13781,무료 취소 가능한 게 제일 좋음
13782,리워드 사용해서 예약하고 마카오에 새벽 시에 도착해서 호텔에 가니 프런트에서 예약이 안 되어 있단 다 간신히 방을 잡고 다음날 호텔스닷컴에 연락하니 알아보고 연락 준다더니 연락 없고 다시 연락하니 담당자만 바뀌면서 계속 연락 준다는 말만 한다 아침부터 오후 시까지 밥도 못 먹고 전화만 하다가 하루가 다 갔다 결국 호텔을 내가 거기서 예약하면 자기들이 그만큼 차액을 돌려준다는 데 문제는 기존 예약 금액보다 자기들 금액을 엄청 올려서 차액을 작게 내어 주네 자기들 실수를 내가 왜 다 해결해야 하는 건지 참 어이가 없다 다들 예약하고 운에 맞기 시기
13783,호텔 비교사이트에서는 나름 좋습니다
13784,전 항상 호텔스닷컴을 이용합니다 비밀 가격으로 항상 저렴하게 숙소를 구해 요 감사합니다 호텔스닷컴
13785,호텔 예약하고도 예약 일정이 안 들어가서 수동 적립해야 하는 경우가 벌써 두 번째 호텔 정렬 삑 서는 경우도 많음 로그인하고도 예약 시 풀리는 경우도 다수 그냥 앱 관리를 못하고 안 하는 듯 점검차 줄 좀 하세요 시스템 관리에 돈 좀 들이시길
13786,적립되는 게 너무 좋아요
13787,숙소 내부시설물에 대한 보수가 식탁의자 등 필요하다고 여겨집니다 벌레에 대해서도 더 철저히 구제를 해주시고요
13788,지도 다시 찾기 어려움
13789,결제 완료되고 지불할 돈 하나도 없다고 하더니 도착하니깐만 원 달라고 뭡니까
13790,호텔 예약이 편리하고 리워드 제도 때문에 벗어나려야 벗어나지 못하고 있다 그러나 검색 시 보여주는 가격이 최종 지불 가격과 달라 불편하고 사람을 낚는단 느낌이 있다 실제로 지불해야 할 가격은 VAT나 서비스 가격 등의 명목으로 추가 금액을 붙여 검색 가격보다 퍼센트 이상 비싸다 그리고 이 앱은 후기를 거른다는 느낌이 든다 내가 작성한 후기를 모아 관리할 수 없으며 종종 내가 적은 후기가 해당 호텔 리뷰 페이지에 보이지 않는 경우가 있다 이는 굉장히 신뢰성을 떨어뜨린다 한 번은 리뷰를 쓰다 말아서 수정하려고 보니 수정 기능도 제공을 안 하더라 이게 안 될 줄이야
13791,PC와 어플 연동이 안됨
13792,항상 좋은 호톌 소개해주셔서 감사합니다
13793,예약 확인번호를 보낸 멜에서 찾으라는데 눈을 씻고 봐도 확인번호가 없음
13794,잘 이용하고 있는데 마지막 간 곳 너무 엉망이었어요 검증되지 않은 곳인 거 같아요
13795,Lotsoflistedhotelsandmotels inform ationisnotcorrect
13796,정보가 많고 가격이 싸네요
13797,만족합니다 제일 저렴하게 잘 예약했네요
13798,너 우 좋습니다
13799,아주 만족하고 사용하고 있습니다
13800,너무너무 편해요
13801,다른 앱보다 검색하기 쉽고 보기 편해요
13802,Thisappm akeusersmileItsveryeasytouseit
13803,예약 상태가 가끔 이상하게 나와서 그 부분만 수정해 주세요
13804,깨끗하고 매니저님 친절합니다
13805,참 좋긴 한데 국내 전용 카드 결제가 안 돼서 아쉽
13806,Verygood
13807,위치 청결 직원들 친절도 모두 만족스러운 호텔이었습니다
13808,쉽고 편하네요ㅎ
13809,할인코드를 사용하기 전에 할인코드를 사용하면 숙박 적립이 되지 않다는 것을 코드 입력 부분에 보여줬으면 좋겠네요 상단에 이 숙박으로 박이 적립됩니다를 보고 스크롤바 내려서 중간에 할인코드 적고 아래 결제정보 적고 넘어가는 순서로 되어 있는데 할인코드를 적고 상단에 적립된 너다 문구가 적립되지 않습니 다로 바뀐다는 걸 어찌 ㅜ 알겠어요 박 적립 만날라 갔네요 ㅠ 할인이 프로도 아니고 프로밖에 할인 안 되는데 ㅜㅜ 아까워 요 ㅠ 재결제 하고 싶은데 취소 정책 때문에 그것도 안 되고 ㅎ
13810,같은 곳도 여기가 더 비쌈
13811,진짜 이제까지 이용했던 숙박 어플 중 가장 최악입니다 진짜 화나 구요 가격도 제일 싸지도 않고 위치 너무 좋다고 해서 그리고 직원 좋다고 해서 예약했는데 정말 최악의 여행을 맞이했어요 ㅎㅎ 진짜 별 하나도 아깝고 너무 화나고 이런 후기 처음 쓰는데 그냥 화만 나 요ㅡㅡ 절대 이용하지 마세요
13812,처음 사용 대만족
13813,여기서 싼 티켓이 제대로 작동 안 함
13814,항공권 다시는 여기서 결제 안 함 수수료로 벌어먹고사는 곳 근데 전화는 또 제대로 안 됨
13815,서비스는 좋은데 결제수단 카카오페이 좀 해주세요 다른 건 할인이 안 돼서 싫어요
13816,프라이빗 가이드를 이 앱으로 예약할 수 있다고 해서 설치했습니다 여행 계획이 취소되어 실제 예약은 못해봤지만 프라이빗 가이드 외에 버스투어나 택시 투어도 예약할 수 있고 박물관이나 관광지 예약도 가능해서 좋았습니다 다만 예약 이 하루 단위로 이뤄지는 점 프라이빗 가이드의 경우 필터가 제 역할을 못해낸다는 느낌이었습니다 분류가 안 되더라고요 그래도 이런 앱이 있다는 것만으로도 세상이 많이 좋아졌다는 생각이 들 정도네요
13817,예약을 완료되었을 때 달력 연동이 되면 좋겠네요
13818,환불 안 해주네 요점도 당했습니다
13819,그 지같이 느리고 UX 불편하고 내가 다시 이걸로 사용하면 여행을 끊겠다 이걸 서비스라고 하냐 점도 짜증
13820,편하려고 선택했는데 고객 응대가 너무 아쉬워 요 문의는 다자동으로 넘어가서 상담사와 상담하려면 거의 하루 잡고 해야 험난 계속 기다려야 됨네가 답안 하면 자꾸 종료함 ㅋㅋ 질문을 했는데도 질문 더 없으면 종료하겠다 하고 맘대로 상담 종료함 분명 질문했는데 ㅋㅋ 아ㅋㅋ 담엔 안 쓸 듯해요
13821,최악이네요 환불도 안 되고 이런 사기꾼들을 보았나
13822,다른 분들이 왜 쓰지 말라고 하시는지 알 것 같아 요 기본 수수료도 다른 앱들보다 비싸지만 한 군데서 할 수 있는 점이 좋아서 이용했었는데 혹시라도 환불 가능성이 있다면 안 쓰는 게 좋을 것 같아요 환불 수수료도 비싼 편이고 렌터카 환불도 업체에 연락하면 바로 되는 걸 코로나 때문에 취소 요청한다고 하니 밤실에 문자와 서 증명 서류 보내라고 하고 정신없는 와중에 확진 문자 메일로 보내놨더니 다음날 이용 예정일까지 답변이 없어 문의 로또 물어보니 예외적 취소 사항이 아니니 수수료 내라고 아니 첨부터 취소 수수료 있는 것인지 하고 있었고 코로나라서 예외적 취소 사항이라면 동일하게 처리해 주어야 하는 것 아닌가요 왜 확진 문자를 보내니 예외적 취소 사항이 아니라는 건지 그건 제가 확진 증명서 보내지 않더라도 내부 규정상 정해져 있어야 하는 것 아닌가요 왜 이렇게 번거롭게 일하시는지 모르겠어요
13823,여행을 더욱 편안하게 즐길 수 있어서 좋았어요 다 만 불편한 점이 하나 있었는데 리뷰를 쓰다가 중간에 수정하고 싶은 부분이 있으면 글자 사이를 클릭하잖아요 근데 글자 사이클릭이 안 되고 전체 선택이 돼서 다 지우고 다시 써야 돼요 ㅠ 제 폰이 이상한 건진 모르겠지만 아무튼 너무 불편해서 후기 써보아요
13824,업데이트했는데 진짜 못 쓰겠음도 대체 예약을 하라는 건지 말라는 건지 모르겠음 날짜 선택하고 옵션 선택하라는데 날짜 선택하면 옵션 선택이 안 되고 둘 다 되면 금액 조회가 안 되고 셋 다 되면 다음 단계로 안 넘어 감대체뭘 하자는 건지 모르겠음 앱 종료 후 다시 실행해도 변화가 없고 이걸 한 번쯤 반복해도 안 돼서 화나서 리뷰 남김
13825,여기는 고객센터 품질관리 안 하시나요 진짜 엄청 잘 쓰던 앱인데 고객센터랑 연락하고 이제 다시는 안 쓸 예정입니다 상담사가 통화하시면서 한숨 쉬시고 심지어 뭐 상담사가 물어본 거에 답변하면 그거 찾을 때까지 아무 말도 안 합니다 전 전화가 끊어진지 알았어요 심지어 나중에는 알아볼게요 이러고 전화 끊어졌어요 진짜 상담 품질관리하세요 제발 이런 상담을 년에 한다는 게 믿기지가 않아 요 상담 경험이 앱 경험 다 망칩니다
13826,진짜 별 한 개도 아깝다 예약하고 결제까지 했는데 현지 담당자가 일정 안 된다고 취소하고 일정 가능한 지 문의하면 답장도 안 해주고 그냥 네이버 블로그 보고 자력갱생이 답이다고 매운 블로거에게 보상해주고 싶다
13827,여기로 예약하지 마세요 상담원 연결 안 되고 답도 안 합니다 최악이네요
13828,좋은 제품 개발자
13829,최악입니다 해외 항공 귀국 스케줄이 다음날로 일방적으로 변경되었는데 알림도 주지 않고 그대로 있다가 항의하니까 그제서야 알려주려고 했다 이런 것도 알려주지 않고 조정해주지 않으면서 취소해 달라니까 발권 수수료인 당만 안 무조건 받겠단 다 뭘 했다고 발권 수수료를 받습니까 무조건 환불 불가라니까 다들 여기 말고 발권 수수료 없는 곳에서 예약하세요 여기 서비스가 최악입니다 연락도 들고 느리고 진짜 제가 사용한 여행 서비스 중에 최악의 경험이네요 전화 절대 안 받음ㅋㅋㅋㅋ ㅋㅋㅋ 뭐 처음부터 동의를 구했다고 답변 다시겠죠 생각해보세요 항공사에서 일방적으로 일정 변경하고 그대로 가만히 있다가 취소할 때는 내가 예약해줬으니 발권 수수료인 당만 권씩 내라 공지했으니까 그럼 고객들이 알 수 있게 무조건 환불 불가능한다고 써놓으세 요항 공사가 일방적으로 귀국 일정을 변경해도 무조건 내세요라고
13830,가입해도 쓸데없는 쿠폰만 줌
13831,환불 금액에 표시가 안 되는 최악의 앱 환불 시 환불 수수료원으로 안내된 화면을 보고 취소했으나 취소수수료는 부가됨 문의를 하려면 상담원 연결까지 너무 오랜 시간이 걸림
13832,하노이 경유 방콕 노선 샀었습니다 갈 때 나올 때나 일정대로 진행이 된 적이 없습니다 올 때는 주말 낀 금요일에 귀국 일정 변동됐다고 메일 보내면 휴일에도 상담 전화받으실 건가요 상담사하고 통화할 때도 중요 멘트는 교묘하게 끊기게 하고 녹음 자채를 못하게 하려는 수작 상당히 의도적이고 계획된 야만 시대를 재현하려는 원시 범죄 집단 같습니다 암튼 올 때는 귀국 편 버리고 에어아시아 편도 끓어서 귀국했습니다 생각 잘하세요 여행 망칩니다
13833,환불이 너무 잘 돼요 ㅎㅎ
13834,정말 열받습니다 써보지도 못한 투어 티켓 돈 만 날렸네요 당일 유럽 현지 오 전 시분에 구매였고 규정에 아무리 이용일 구매 후 취소 시 환불 불가라지만 바로 환불 요청했는데 어이가 없네요 집결 시간 이후는 구매하지 못하도록 막거나 그 이후 시간대 상관없이 이용 가능하면 정확한 내용 안내라도 하던가 당일 구매 후 바로 당일 환불 취소 요청했는데 어떠한 피드백도 없이 일주일 지나고 전화했더니 무조건 환불 불가라는 답변만 하고 열받아서 끊었다가 바로 다시 전화했더니 연결이 안 되네 요일 부러 피하는 건가요 장난하나요 어플에서 환불 완료됐는지 반려됐는지 내역도 없고 고객한테 피드백도 없고 환불 못하겠으면 적어도 왜 반려됐는지 고객에게 피드백이라도 해줘야 하지 않나요 뭐 이런 곳이 다 있나요 오죽하면 소비자 고발센터까지 상담했을까요 만 원 생돈만 날렸어요 어이가 없습니다 이 리뷰 지우지 마세요 지우면 또 올릴 거고 계정 막 음 다른 계정으로도 올릴 겁니다 절대 상용 마세요
13835,여행 갈 때마다 유용하게 사용하고 있어요
13836,어플 잘 사용하고 있는데요 도시 선택에서 국내는 제주 부산 김포 청주만 보이게끔 바뀌었더라고요 예전에는 모든 공항을 선택할 수 있게 한눈에 보이게끔 했었는데 지금은 검색을 해야 뜨네요
13837,그 지 같은 사이트 ㅡ 일본 가는 항공권 예매하고 취소했는데 만원 날아감ᅳ 취소할 때 위약금 만원 결제돼서 짜증 나도 그러려니 했는데 환불할 때만 원 빼고 되길래 저나 해서 물어보니 여행사에서 가져가는 거라 말함 그래서 규정 어딨냐고 하니 구석구석 찾아봐야 적혀 있는 자기네 규정임ㅡ일단 결제 누르면 위약금 나 감 여행 다니면서 이런 데 첨 봄
13838,메시지 푸시 알림이 안 떠서 업체로부터의 메시지에 대해 일간 답장하지 못했네요 그 외엔 사용성이 좋습니다
13839,티켓 구매했는데 문자로 큐 알아내 와서 시간 날림
13840,예매되지도 않는 표를 파는 사기꾼 회사
13841,상담원 오전 문의 저녁에 답변 오고 여행사 전화도 안 받고 최악임 처리 속도에 휴
13842,어제 비행기 예약했다 오늘 취소했는데 환불까지 개월 개월이 거 조선시대 아닙니까 저 여행업 년 이상 했고요 마이리얼트립 대표님도 만난 사이입니다 근데 정말 이건 아니라고 봐 요 지금이야 사람들 몰리니 그러겠지만 이런 컴플레인은 당장이라도 고쳐야 합니다 소 문금 방납니다 대표님께 전화하려다가 그냥 여기 남깁니다
13843,별 한 개도 아깝습니다 항공권은 여기서 절대 구매하지 마세 요 항공권을 변경하거나 취소할 때는 때론 시간마다 가격이 변경되는 게 심해서 빠른 응답이 필요한데 전화는 우선 안 되고 대 문의라고 있는 곳에 아침 시에 올려도 저녁 시까지 답변 못 받을 수도 있는 곳입니다 고객들만 피 말리게 하니 항공권 여기서 구매하는 건 절대 비 추입니다
13844,건당 환불 수수료 만 원이나 해먹는 즐거운 여행사
13845,쓰레기 업체 이미 제주 뽀로로 테마파크 입장권 예매했는 데바 코드 티켓 제공 안됨 고객센터 연락도 안 됨
13846,직관적이고 편함 미당
13847,별 한 개도 아깝네 요 절대 쓰지 마세 요 항공권 예약했다가 취소하면서 항공 수수료 부분별도 언급 안 해줘서 큰돈 날렸습니다 물론 운임 규정 스스로 확인 안 한 잘못도 있긴 하지만 당연히 여행사에서는 자기네들 수수료뿐 아니라 항공사 수수료도 포함해서 말해줘야 되는 게 맞는 거 같은데 다른 분들은 이 어플 절대로 사용 안 했으면 좋겠습니다 전화통화도 잘 안되고 대응도 늦고 후기 잘 안 남기는데 남기게 되네요 한마디로 쓸데 없고 쓰레기 어플입니다
13848,이 어플 통해 eSIM 구매 QR코드 메일 보냈다는 데 안 와서 문의했으나 답변 없음 전화도 안 받음 결국 로밍 했고 공항 가서 와이파이 도시락에 문의해보니 마이리얼트립에서 이메일 주소 잘못 입력했다고 함 공항의 와 이파의 도시락은 eSIM 담당 안 하는데 거기서 새벽 시에 개인적으로 처리해 주심 일을 이렇게 처리하는 데 뭘 믿고 이 어플을 더 쓸까 요 뉴스에서도 말 많고 소송 안 걸리는 게 용하네요 생돈만 날리고 별 한 개도 아까워요
13849,항공권 구매하러 들어왔는데 다른 상품들도 많아서 구경하다가 숙소 라투어도 예약했네요 번거롭지 않게 한곳에서 모두 예약할 수 있어서 여행 갈 때 이 어플만 있으면 문제없을 거 같아요
13850,전화를 너무 안 받아 요ㅠ
13851,최악이에 요 업체 랑도 얘기 끝난 거를 취소 신청 처리 안 해주고 업체에 환불 관련 알아본다고 하고 고객센터는 분재 대기시키다 통화도 안 되고 채팅창에서는 똑같은 말 알아본다는 사진 캡처로 업체랑 얘기한 것도 보여줬는데도 처리 안됨 티켓 구매할 때는 빨리 결제되면서 그 이후 어떠한 것도 해결 안 되는 최악의 회사 Itstheworst Ivetalkedtothecompanyaboutitandtheyrenotgonnatakecareof cours eItoldthecompanythatIwouldlookintoth erefundandthecustomercenterwouldwaitforminutesbutIcouldntmakeacallandItoldthecompanythatIwouldlookupthesam ewords inthechatwindowbutitdidntwork
13852,내가 살다 살다 모든 리뷰 통틀어 첨 써본 네 ㅋ 월 일 환불 신청한 걸 한 달이 다 되도록 왜 안 해주쇼 환불 신청도 몇 번이나 하그 전화를 분 동안 몇 번씩 연결해도 받지도 않고 프로도 아니고 수수료 때 고 줄 거 빨리 좀 주시던가 답이 없네 진짜 최악 최악 개 해 최악 전화를 받던가 몇 십분을 했다
13853,취소 요청을 했는데 아직도 환불이 안 되어 있는데 뭐죠
13854,항공권 구입하면 모바일 티켓 바로 연결 가능했으면 좋겠네요
13855,잘 쓰고 있습니다
13856,사용성이 편리합니다
13857,약간의 느림과 문제점이 있었지만 그래도 나쁘지 않게 사용했는데 갑자기 서비스가 원활하지 않습니다 잠시 후 다시 시도해주세요라는 표시만 나오네요 지우고 다시 깔아도 마찬가지에 요 이건 뭔가 요ㅡㅡ
13858,왜 매번 이름과 여권번호 카드번호 등을 새로 써야 하나요 매우 불편합니다
13859,별개도 주기 싫은 최악인 어플 환불 진행하는 데 한 달은 기본이고 전화는 겁나게 안 받음 기본분은 기다려야 하고 결국 받지도 못해서 먼저 끊어버렸어요 참 통화하기 어렵네요 여기 제발 이 어플 이용하지 마세요 부탁드립니다 전화하기 가장 들고 최 차 최악입니다
13860,왜 개인 정보 수정이 안 되나요
13861,항공권 네이버에 나온 것보다 원씩 더 비쌉니다 굳이 쓸 이유가 있나 싶네요
13862,회원가입이 되지 않네요 Unk nown이라고 뜨고 더 이상 진행되지 않습니다
13863,만 원이 어플을 사용하며 손해를 본 금액입니다 일정이 변경되어 뒷심 간 비행기를 탑승하려고 예매를 한 뒤에 앞에 있는 것을 취소하려고 조회를 했는데 웬걸 대한항공에는 떡하니 적혀 있는 내 예약이 여기에는 몇 번을 조회해도 조회가 안 되는 신비한 경험을 함과 동시에 일반 월급쟁이가 갑자기 감당하기엔 계획에도 없는 큰 출혈을 받아들이게 생겼습니다 물론 취소를 함으로서 나오는 수수료는 지불을 해야 죠 수수료 지불이고 나발이 고 조회 자체가 안 돼서 만에 가까운 금액을 눈앞에서 날 리 게 생겼네요 ㅋㅋ 제발 이 리뷰를 많은 분들이 보고 일정 변경 따위 꿈에도 꾸지 말라고 말하고 싶네요
13864,덕분에 편하게 여행했습니다
13865,환불 진행이 일소 못되며 어떤 약속도 전혀 지키지 않는 최악의 경험 환불 신청 및 완료됐다 문자 옴 카드사 사정에 따라 일정도 걸린다고 함 너무 환불이 안 돼서 차 문의 좀 예외적인 경우지만 오래 걸릴 수도 있다 함 카드사에 전화해보니 환불 신청이 안 돼 있다 해서 다시 전화 항상 대기시간 분 정도 걸려서 확인 뒤 반드시 먼저 전화 혹은 문자 달라고 말함 하루 종일 안 와서 결국 다음날 먼저 제가 전화했음 환불이 완료됐다는 것도 전화 주겠다는 것도 어떤 약속도 안 지키는 정말 짜증 나고 화나는 경험이었네요 다신 이용하지 않을 듯합니다
13866,로그인이 계속 안 돼 요 휴면 계정 해제해준다고 하는데 자꾸로 그인 실패로 반복되네요
13867,휴면계정 해제하려고 하는데 사용자 인증 실패로 다시 로그인하라고만 뜨네 요번 째입니다 조치 좀 해주세요
13868,업데이트하래서 눌렀는데 계속 뱅글뱅글 돌아가기만 하고 계속 대기 중 앱 실행도 안 되네요 도대체 뭐가 문제인가요
13869,아직 모르겠음
13870,여행 필수 어플
13871,노 답 무한 반복
13872,항공권 예약도 편리하고 무엇보다도 취소나 결제 부분에 있어서 처리가 빠른 점이 너무나도 만족스럽습니다
13873,오류 해결이 빠릅니다
13874,이틀은 기다리라고 해서 기다렸더니 예약 취소 메시지 하나만 보내시는 건 아닌 거 같습니다 예약이 안 되면 왜 안 된 건지 그런 것에 대한 정보 하나 없으니 소비자 입장에선 그냥 답답합니다 제주도 나 일본같이 커뮤니티에서 지원해주는 곳으로 갈 때가 아니면 사용하면 안 되겠습니다 항공권 가격 자체는 괜찮은 거 같은데 좀 아쉽네요
13875,진짜 그 지 같네 숙박 예약할 때는 앱으로 되더니 취소하려니까 어플 대 상담하라고 하고 이마저도 제대로 안 돼서 콜센터 연락하는데 이것도 안 됨 내 돈 먹튀하냐
13876,로그인 회원가입 다이 메일이 휴면 상태라고 하면서 안 되네 요 접속을 못하게 하면 어떡하나요 어디서 해제할 수 있는지는 알려줘야 줘
13877,도착 후 체크인 시간까지 안전하고 효율적으로 시간을 보낼 수 있는 선택입니다
13878,말도 안 되는 가격 항공사보다 비쌈 그냥 항공사 어플 까세요 정말 충격이 네여 왜 같은 날 제주항공이 만 원씩 차이나 고 어떤 건너 차이 나는 거죠
13879,결항으로 인한 환불을 요청했는데 받아들여 지지 않음 설명을 좀 잘해주던 가글 씨도 엄청 낮 고 환불 요청하고 결항됐다고 하니까 신청서 작성하고 해야 한다고만 하고 해결책도 안 줌 결항이 됐는데 수수료를 만 원이나 때가는 게 맞는 겁니까
13880,아니 로그인하라고 뜬 다음 카카오로 계속하기 뜨고 이미 가입한 계정 있다고 뜨고 무한 번 봅
13881,매우 좋음 강력 추천
13882,인스타에 이벤트 광고 보고 가입했는데 금요일 발표 당일 이벤트 발표 안 하고 토요일에도 똑같은 광고로 가입 유도하네 월 일 발표 이벤트를 발표도 안 하고 월초 발표로 복사 붙여넣기 한다 사기 좀 그만치 쇼어의 없네
13883,좋은데 나만 알고 싶다
13884,고객 응대 최악입니다 여기서 예매하느니 돈 더 나고 항공사 통해서 항공권 예매하세요
13885,귀찮어인데 이번 파리 일정에 많은 도움 받았어요
13886,또 가고 싶은 곳 휘팍 여름에도 좋음
13887,너무 유용한 어플이에 요 급하게 여행 떠나도 어플 덕분에 잘 다니고 있어요
13888,진짜 쓰레기입니다 사용하지 마세요 마감된 걸 판매해 놓고 취소하니 수수료 내라고 합니다 사기꾼들 집단 임전화나 상담 대응 전혀 안됨별 개도 아깝습니다 진짜 쓰지 마세요
13889,제 핸드폰 번호인데 다른 사람이 쓰고 있대요
13890,이벤트에 대한 이해가 어려워요
13891,여행할 때는 무조건 필수
13892,너무 저렴한 상품 많아요
13893,참고와 좋은 곳도 알려줘요
13894,진짜 로컬들만 아는 맛 집을 순회 스토리 들으면서 먹으니 재미가 두 배가 되네요
13895,아주 만족합니다
13896,다 좋은데요 해외여행할 때는 유용한데 국내 여행할 때는 여러모로 아쉬운 앱입니다 어플 자체는 유용한데 후기랑 다른 곳이 너무 많아 요 문의해도 답장이 없고 답답하네 여 앞으로 다른 여행을 가려 해도 여기 리뷰는 믿음이 안 가네요 과장이 섞인 리뷰나 광고는 앱 측에서 제재를 해주셨으면 좋겠네요
13897,당일 발권 항공 자리 널찍한 데 시간만 변경해도 될 텐데 취소하라 함 차액만 입금해 면안 되나 수수료만 원 안타까움ㅠ
13898,최고 좋은 정보와 예약 시스템 고맙습니다 감사합니다ㅎㅎ
13899,걍타어플 쓰세요 유선전화 시간 분 계속 걸어도 받질 않을 뭔 특가 세일 이래서 예약 링크 받은 후일 때부터 이용 가능하다 해서 예약하고 기다리는데 그날은 숙박 가능 날짜가 아니에 요시전 블랙으로 몰려고 하다가 전날 상담한 매니저 캡처 본 뜨고챗상담에 올리니 저건 저 매니저 잘못이 다시 전 진짜 어처구니없어서 일 처리를 이렇게 하시면 안 되죠 하니까 그제서야 사과와 어제부터 왜 기다렸나 싶다
13900,아주 편리하고 좋아요
13901,마이리얼트립에서 항공권 왕복 예매하고 고생하고 있는 인입니다 미국과 한국 왕복권인데 이제 한국으로 돌아오는 비행기 티켓 위약금 내고 변경 신청하고 e 티켓 받고 보니 환승시간이 안 맞네요 환승할 비행기가 먼저 떠나는 시간으로 티켓을 끊어주고는 변경하려니 전화를 안 받습니다 열흘 전부터 계속 고객센터 전화해봤지만 하루에 시간 이상씩 전화를 붙잡고 있을 수는 없고 챗봇으로 번 변경 내용 보내서 문의해도 답장 없고 문의가 많다고 만남 기고 도대체 고객센터에 전화통화가 안돼 면 어떻게 서비스를 받나 여 오프라인으로 회사를 찾아가도 안 된다고 하고 마이리얼트립은 어떤 회사인가요 네이버에 검색해 보니 모두나 같은 피해자던 데 일단 전화가 돼야 문의가 될 텐데
13902,환불 달 이상 걸리고 전화는 시간이 다 되도록 연결이 안 됨ㅡ
13903,최고입니다 감사합니다
13904,이거 사기인가 요 몇 번을 시도해도 통화 시도가 안 되네요
13905,문제 발생 시 책임 회피만 하는 회사 미친 거 같음 국제선 항공권이 갑자기 취소됐는데 그냥 죄송하지만 해줄 수 있는 거 없고 항공사에 연락하세요라고 함 항공사에 연락하니 여행사 통해 샀으니 여행사한테 연락하세요 하고 마이리얼트립은 전화 연결이 불가능할 정도로 어려움 문제 발생 시 그냥 혼자 스트레스받고 끝남 절 때 여기서 구입하지 말 것
13906,운임 규정을 보고 증빙서류를 내라고 하라는 데 운임 규정 페이지만 가면 스크롤이 안 되고 멈추다가 어플 꺼짐 네이버 통해 확인하니 허니문 요금이라고 하는데 예약 전에 어떤 화면에도 허니문 요금이라고 명시되어 있지 않음 예약 취소도 맨 뒤 단계에서 누르니 결제로만 넘어가고 안됨 상담원 문의하니 가장 앞 단계로 다시 돌아가 예약 취소해야 한다고 함 네이버를 통해 보는 게 훨씬 더 빠름 너무 불편하고 짜증 나요
13907,최악입니다 방 예약이 겹쳐서 환불하고 다른 방을 잡아야 하는데 환불 소요 시간이 영업일 기준일이나 걸립니다 즉각 환불이 안 되어 다른 곳으로 예약도 못하는 중입니다
13908,꼭 가보시길 바랍니다 호주 여행 시 안 가보시면 정말 후회합니다 사도는 경이롭기까지 합니다 적당한 가격에 편히 다녀올 수 있어서 너무 좋은 상품이라 생각합니다
13909,두 번째 제주도 여행 처음인데도 여행권 구매가 쉽고 편합니다 저렴하기도 하고요
13910,할인 쿠폰으로 저렴하게 예매했어요
13911,오랫동안 써왔지만 삭제
13912,가이드님의 상세한 설명과 기사분의 능숙한 운전으로 빡빡한 일정을 잘 소화하면서 재미있게 여행했네요 특히 주차시간이 지나서 주차장에 문이 잠긴 상태에서 당황하지 않고 잘 해결하여 마지막 여행지까지 무사히 마치고 편하게 올 수 있었네요 감사합니다
13913,앱 다운도 안됨 ㅠㅠ
13914,쓰레기 같은 앱입니다 시간 동안 예매 실패했습니다 항공사와의 통신 원활하지 않다며 여행수도 없이 다녔으나 이렇게 화가 난 적은 처음 홈페이지에서도 무슨 다 깨지고 난리 남 크롬임 사진 첨부하고 싶은데 리뷰에 사진 첨부가 안돼 네 모바일 앱도 상태 너무 안 좋음 화가 너무 많이 납니다
13915,도대체 업데이트하라고 하고선 밤새 돌려도 제자리니 뭘 어떻게 하라는 겁니까 앱을 지우기도 그렇고 얼려주시길 바랍니다
13916,직원 실수로 예약된 일정 취소됐는데 실수에 따른 책임감도 없네요 최악의 고객 서비스
13917,최고입니다 짱짱짱
13918,정보를 받을 수 있어 너무 좋아요
13919,업데이트 후 사내 테스트 버전 종료라고 하고 안 열려요
13920,자꾸 에러가 트면서 로그인이 튕겨서 다시 로그인하는 문제점이 발생하고 있습니다
13921,음시그니엘 응모 때문에 들어왔는데 전혀 실행이 안 되고 네트워크 오류 나네요 되는 거 맞을까요
13922,일본 갈 때 두 번 이용했었어요 코로나 잠잠해지면 국내와 해외 다시 많이 이용할게요 늘 감사합니다
13923,좋은 정보 잘 사용했어요
13924,MEANSGOTONEEDONLYONETICKETBUTIFYOURETURNYOURSTARTSPOTREMEMBERTH ISCAMPROCKTW OFIRESEEYOULATERAGAINMOSCOWRUSSIAYEARSWINTERER
13925,다양한 투어 상품이 저렴하게 있습니다 추천합니다
13926,도움이 많이 됩니다 여행 갈 때 좋아요
13927,운전 경력 년 개월인데 렌터카 정보가 없음
13928,유선 연결이 거의 안 돼서 시간 낭비 장난 아니고 예약 변경 시 타 여행사 대비 고액의 추가금을 요구합니다 결국 취소하고 다른 곳 예약해서 만 원 더 싸게 했습니다 첫 가격도 타 어플이랑 같은 거지 싼 편은 아닙니 다 절대 예약 변경할 생각 없고 귀찮으면 여기서 하셔도 되는데 진짜 이번에 시간 낭비 너무 심하게 해서 전현 타오네요
13929,주말에 고객센터 운영을 하지 않으니 뭐 방법이 없네 요 항공권 취소도 못하고 돈 날리고 갑니다
13930,싸게 여러 가지 이용해서 좋았습니다
13931,중개 역할을 하는 플랫폼임에도 막상 무슨 일생 기면 업체에게 책임을 떠안기는 앱 위약금에 대해서도 상담사마다 하는 얘기가 달라서 알아보고 고민하다 취소 시기 놓침 ㅠㅠ코로나 길어지면서 몇 년째 환불 불가
