date,date,content
24134,24134,정말 거지 같은 앱 절대 예약취소 환불 안 되는 미개한 중개업자 요즘에 이런 앱이 절대 이용 안 합니다
24135,24135,싸게 잘 놀고 방도 싸게 잡고 좋아요
24136,24136,거지 같은 여기 어때 회사 마인드 중간에서 예약 잡고 이윤 남기는 회사가 예약확인도 제대로 안 하고 전날 돼서야 방 없으니 취소하라고 말 같지도 않은 실수 저지르고 뻔뻔한 대응까지 너희 같은 기업은 소비자로부터 사랑받아서도 안되고 사장돼야 할 기업입니다
24137,24137,고객 농락하는 태도에 절뚝 떨이네요 월 기준 문제 업체와 여기 어때 측의 강제적 일방적인 숙소 예약취소 전화 안 받는다는 핑계로 자체적인 취소 결정일 후에 취소해달라는 문자 하나 찍 보냄 다른 숙소 예약할 수 있는 기회 시간 다 날림 문제 대표 서비스로 홍보하던 안심 예약 서비스 예약취소 시 대체상품 안내는 전혀 안내해 주지 않음으로 문의했으나 회사 사정으로 안 해줬다고 답하고 끝
24138,24138,아 진짜 같은 곳이네요 환불 죽어도 안 됨 요청하면 전화연결 안 됨 카톡 문의 안 봄 대 고객센터 다음날 확인함 예약할 때 신중히 하세요
24139,24139,광고 보고 설치하려다 리뷰 보고 놀람 아직까지 이렇게 운영하는 데가 있다니 여기 어때는 홍보에만 신경 쓰지 마시고 고객 글에 관심을 더 가지시길 바랍니다
24140,24140,우와 리뷰에 욕밖에 없네요 이런 앱은 첨인 듯 설치하다 말고 그냥 갑니다 여기 어때 어떨지는 안 봐도 알겠네요 손절
24141,24141,사용은 편리한데 일이 터지면 약간 나 몰라라 씩이 되는 사이트네요
24142,24142,긋긋드스드스긋듯
24143,24143,별개도 아까운데 개가 최소라서 어쩔 수 없이 평가합니다 여기 어때 컴퍼니는 통신 중개자로서 통신판매의 당사자가 아니며 상품의 예약 이용 및 환불 등과 관련한 의무와 책임은 판매자에게 있다 상품 취소 관련해서 전화하니까 호텔과 직접 예약했는 게 아니라서 본인들의 규정을 지켜라 앞뒤 말이 안 맞는 거 아닌가요 책임은 피하고 싶고 취소도 해주기 싫고 그렇다고 그냥 적어 놓으세요 양심 없는 컴퍼니님 진짜 다시는 이용 안 합니다 다른 사람들한테도 이야기하고 sns 등 관련한 사항에 대해서 저 같은 피해자 발생 안 하도록 홍보해 드리도록 하겠습니다 그럼 그동안 감사하였네요
24144,24144,환불규정최악방이너무더러워호텔측에얘기했고방을한번바꿔줌바꿔도더러워얘기하니호텔측은여기어때전화해서환불받으라함전화하니환불규정상객실컨디션으론환불불가하단말만반복함앵무새들인줄앎계속확인하고연락준단말만하고세번이나전화와서그냥무조건규정상안된다는말만반복함어플상상위권에올라와있는호텔이였고기본청결관리도안하고상위권에올리냐하니청결부분은자기들이확인불가하다는말만반복규정상환불불가하단말반복말이안통합니다직원들그냥개답답욕밖에안나옴댓글들보니이런경우많은거같은데아직규정안바꾸는것도신기하네
24145,24145,상세조건에 정렬 할인 추천 가격이 끝인가요 욕실 있는지 PC가 있는지 등등 하나도 검색할 수가 없네요
24146,24146,환불 안 되는 게 정말 욕이 나올 정도로 화가 나네요 최악의 환불 시스템이라고밖에 말이 안 나오네요 어플 삭제를 하는 게 더 좋을 거 같아요 이걸 보시는 이걸 설치하시려는 분들은 환불 못 받는다고 생각하고 어플 다운로드하세요
24147,24147,너무 편하고 좋네요
24148,24148,숙박 어플 중 최고
24149,24149,야 놀 자에서 갈아탔는데 여기어 때가 훨씬 좋다 깔끔하니 실속 있고 어플도 잘 관리돼있어서 좋아요
24150,24150,만족합니다 경쟁업체보다 훨 어플도 깔끔하네요
24151,24151,경쟁업체보다 훨씬 깔끔하고 어플 편해요
24152,24152,졸라 안되네 업데이트
24153,24153,안녕하세요 좋은 어플이네요
24154,24154,조치는얀냐면좋았어요올만엥
24155,24155,야 놀자랑 비교했을 때 완전 쓰레기 어플 응대 거지 같고 앞으로 절대 안 씀
24156,24156,업데이트가 안돼요 며칠째
24157,24157,이 뭣 같은 회사는 환불 규정이고 머고 소비자원에서 제시하는 규정은 깡그리 무시하고 수수료 떼먹는 장사나 하려는 마인드네 평생 이용 안 합니다 다른 플랫폼 통해서 다시 이쪽으로 연결되는 것도 많던데 믿고 하겠습니다 등골 쳐 빨아먹고 번창하세요
24158,24158,아리 뷰 길게 안 쓰면 포인트 주는 걸로 줄어들었네 일기도 안 쓰는데 딴 어플 알아봐야지
24159,24159,최악의 서비스 환불 규정에 맞게 취소 환불 요청했으나 일간 전화할 때마다 환불된다고 기다리라고 시간 끌다가 결국 환불원 참 대단하네 안내도 안 해주고 공지도 없는 업체 맘대로 규정
24160,24160,아업뎃하는도중리뷰가너무쓰레기라서그냥지움니다전엔괜찮았는데요센엉망인가보구려
24161,24161,진짜 웬만해서는 후기 잘 안 남기는 편인데 문제가 생겼을 때 대응하는 게 참 많이 별로네요 예전에 사용해 보고 괜찮다고 생각이 들어서 재이용했는데 이번 건으로 다시는 절대 이용 안 합니다 덕분에 돈 잘 날렸습니다 뉘 집 개 이름인가 봐요 만 원 별 한 개도 아까움
24162,24162,업데이트가 와 안 돼요
24163,24163,별개가 아까우나 널리 알리기 위해 작성하겠음 오늘로 돈 만 원천원 깔끔하게 버리고 삭제하겠음 그야말로 깡패 어플이네 이거 캡처해놓을 테니 절대 삭제하지 마시길 너무 쳐서 홍익인간 정신으로 모든 이 이게 널리 알리겠음
24164,24164,언제부터인가 앱 설치가 안 되네요 저만 그런가요
24165,24165,예약에 문제가 생겼었는데 cs 팀의 진심 어린 대처에 완만하게 처리할 수 있었습니다 만족합니다
24166,24166,폴 킴 노래 들으러 왔습니다
24167,24167,날짜를 잘못 입력해서 예약해서 바로 취소하는데 수수료가 어마 무지하게 다들 조심하세요 콜센터에 전화해도 답이 없다고요
24168,24168,고객에게 맞추기보단 업소 위주로 맞추는 어플 어떻게든 돈 벌면 그만인 듯 사진 보고 혹해서 가봤는데 생판 다른 정보 고객에게 허위정보제공함 비흡연자들 이용하기엔 어려움 원래 숙박시설 내에서는 금연인데 위반한 업소 돈 벌어줌 담배 냄새 땜에 잠 못 잠 현장에서 취소하려고 하면 규정들 먹이며 취소불가 닥치는 대로 쓰라고 함정 여기 회원 탈퇴했습니다 별 점 너무 믿지 마시고 다른 좋은 어플 찾으세요 별 하나 다신 분들이 많다는 건 이 어플이 얼마나 쓰레기란 걸 보여주는 거겠죠
24169,24169,여기 어때 어플 정말 최악이네요 말로는 고객님의 불편사항을 접수해서 최대한으로 반영한다고 하는데 최대한으로 반영하는 게 이 정도인가 싶고 고객이 불이익을 받아도 나 몰라라 하는 태도 정말 기분 나쁩니다 상담하는데도 말도 끊고 한숨 쉬고 진짜 최악의 서비스네요 연결되어 있는 숙소 업체들도 고객이 불이익을 받아도 자기들만 돈 받으면 그만인 숙소들이니 고객들은 피해 보고 업체는 아무런 피해도 안 받는 게 마음에 안 드네요 이런 거 또한 아무런 불이익 없이 넘어간다는 게 황당하네요
24170,24170,호텔 대실 옵션을 따로 만들어 주세 요대실을 클릭하면 죄다 모텔 밖에 안 나오는데 필터 옵션도 없어서 하나하나 일일이 찾는 게 쉽지 않네요
24171,24171,잘 쓰고 있어요 업데이트가 엄청 많네요
24172,24172,날짜를 예약을 다음날로 해서 전날 환불받고 싶었는데 고객센터에서 규정상 환불이 안 된다고 하고 숙소 측은 된다고 하는데 너무 허술하고 무조건 안 된다고만 해서 돈 날린 적이 많아요 정말 이런 요청 상황을 쓰지 않으면 다른 사람들이 피해 입을까서 댓글 답니다 너무 안 좋아요
24173,24173,그만 좀 업데이트 좀 처하세요 제발 무슨 들어갈 때마다 업데이트를 하래
24174,24174,평상시엔 그래도 잘 썼는데 업데이트해야 사용 가능하다고 뜨더니 업데이트가 일이 넘어도 안되고 있어요 출장 때문에 써야 하는데 왜 계속 업데이트 중일까요
24175,24175,기존보다는 좋네요
24176,24176,대한민국 어디 가든 숙소 잡을 때 정말 편리합니다 짱입니다
24177,24177,업데이트 지긋지긋
24178,24178,야간 대실 가능한 곳도 설정할 수 있게 해주세요
24179,24179,아니 예약을 했는데 한두 번도 아니고 예약 취소됐다고 하면 전화를 주면 되는데 한두 번도 아니고 돈은 일 뒤 들어오고 화가 안 나겠습니까 진짜 너무하네요 악플 다는 게 아니라 현실을 말하는 겁니다 진짜 한두 번도 아니고 여기 어때 많이 실망이 크네요 진짜 상담할 때 화나서 통화 끊을 뻔했습니다
24180,24180,예약시간 플랫폼부터 최악이고 객실 상태가 최악이어서 취소해 달라 하니 예약 후 시간이 지나 규정상 안된다는 말만 반복 실제 객실에는 분도 안 있었고 살면서 이런 어플과 고객 응대는 처음 봅니다 다시는 이용하고 싶지 않고 이용하더라도 이 어플을 통해 예약할 생각은 없음 차라리 옆 동네 어플이 훨씬 나은 듯
24181,24181,아니 언제 업데이트가 됩니까 계속 대기 중이라는데 하루 종일 대기하겠네요
24182,24182,항상 잘 사용하고 있습니다
24183,24183,업데이트를 선택할 수 있게 해야지 바쁜 시간에 패스할 수도 있게
24184,24184,이런 앱 없었으면 객실 꽉 차있는 곳에 입구 컷 당할 사람들이 세상 참 좋아진 만큼 쓸데없는 불만들이 가득하네 전 늘 사용할 때마다 만족합니다
24185,24185,좋기만 하구먼 불만 있으면 쓰질 마라
24186,24186,카카오톡으로 로그인하려 하는데 유효한 액세스 토큰이 아니라고 하네요 뭐 어쩌라는 거지
24187,24187,자꾸로 그 아웃되고 로그인해도 비번 찾기 해도 없는 이메일이래요
24188,24188,업데이트 좀 그만해라
24189,24189,세 시간째 업데이트 안됨
24190,24190,로딩만 하고 안 열림
24191,24191,로그아웃 좀 그만 시켜
24192,24192,사용하기 편해요
24193,24193,쓸 수 있는 쿠폰들 좀 뿌리자
24194,24194,보기 좋게 잘 되어있음
24195,24195,아주 편리합니다 지금까지 오류단 한 건도 없었네요
24196,24196,인증번호 발송이 안돼서 회원가입이 안 됨
24197,24197,다른 앱보다 여기가 젤 좋음 리뷰 쓰기도 편하고 검색도 깔끔하게 되어있음
24198,24198,출장을 위해 필요한 어플
24199,24199,몇 달 전에 숙박 이벤트 당첨돼서 부모님 여행 보내드렸는데 너무 감사했어요
24200,24200,으어어어어어
24201,24201,좋아요 앞으로도 쭉 자주 이용하고 있어요
24202,24202,숙소 예약할 때 좋아요 쿠폰도 주고 편해요
24203,24203,편하고 좋아요
24204,24204,업데이트가 너무 안 되네요
24205,24205,리뷰 쓰실 때 비속어 쓰지 마세요 조 온나 이런 것도 비속어라고 업체에서 요청하면 삭제됩니다 수 정도 안되고 더 이상 후기를 쓸 수도 없어 요진 산업체에 후기 남겼는데 욕 한마디도 안 쓰고 조온 나 한마디 썼다고 삭제됐어요 여기 어때에 문의해도 더 이상 후기 못 남긴다네요 불만 글 후기 쓰실 때 국어사전 검색해서 비속어인지 판단해서 글 남기세요 요점은 퇴실 시간 한 시간 전부터 퇴실 전화 계속 온다는 글이었는데 삭제됨 속초 동명항 근처 모텔입니다 업주들도 참고하세요 손님들 비속어 조금이라도 있는지 보시고 삭제 요청하시면 됩니다
24206,24206,암튼 좋아요 꾸준하게 사용하면 혜택도 다양합니다
24207,24207,어느지역이든쉽게예약하고할인도되서좋내용
24208,24208,좋아요 편리해요
24209,24209,나쁘지 않은
24210,24210,업데이트좀그만어플열때마다업뎃하고로그인다시하고업뎋해도자동로긴을하던가이전버전하고같이사용하게하던가어플너무대충만드는듯
24211,24211,출장이 잦아 숙박업소 찾을 때 유용하게 사용합니다
24212,24212,사용하기 편함
24213,24213,소비자원의 표준 약관은 무시하고 숙박업체의 환불 규정만을 제시하며 구매자의 의견은 무시하는 이런 방식의 플랫폼이 얼마나 발전해나갈지 의심스럽네요 상담원은 제가봐도 부당한 것 같다는 생각은 들지만 규정상 조치해줄 수 있는 것은 없다는 건 규정이 잘못되어있다는 뜻 입네다 수수료를 받는 플랫폼 회사의 역할이 양자 간의 중계에만 있는 것이 아니고 사전 사후 모든 사항에서 역할을 해줘야 한다는 것 잊지 마세요 애정을 가지고 계속 사용했던 고객이 이렇게 또 한 명 떠나갑니다
24214,24214,잘 이용하고 있어요
24215,24215,숙소 앞에서 분전에 예약하고 바로 방문했습니다 사 진상과 너무 다르게 부을 청결 곰팡이 냄새 벌레가 있어서 그쪽 숙소 측에 정중하게 말씀드렸더니 환불해주겠다 하셨어요 고객센터에 전화하여 합의됐고 사진상이랑 너무 달라 환불 부탁한다고 했지만 여기 어때요 측에서 안 된다고 하더라고요 상품을 사도 그 정도 하자와 차이가 나면 환불해주는 게 맞습니다 그것도 분전에 예약한 것이며 업체와 협의도 됐는데 왜 환불이 안 된다는 것인지요 여기 어때요 오는 고객과 숙소 연결만 하라고 있는 곳은 아닙니다 업체와 고객 모두 만족할 수 있도록 둘의 권리도 보호하라고 있는 곳이지요 결제만 끝나면 수수료만 챙기고 나 몰라라 하는 것이 여기 어때요인가 봅니다 다신 이용 안 합니다
24216,24216,여기 어때 앱으로 편하게 예약했어요 숙박 대전이라 이용해봤는데 참 편하게 호텔 예악이 가능하네요 정말 편리한 신세계입니다 만 원 할인에 여기 어때 추가 할인까지 대박 감사합니다 자주 애용할 것 같네요
24217,24217,이런 평점 처음 남겨봅니다 수요일 오후 시쯤 호텔 예약해서 목요일 오전 시쯤 체크인하려고 갔는데 같이 있던 친구가 민증을 잃어버렸습니다 지방에서 올라온 후라 다른 신분증이 없었고 호텔 측에선 입장 거부하였습니다 신원을 밝힐 수 있는 것을 찾아보려고 경찰에 전화도 하였지만 경찰 측에선 해줄 수 있는 게 없다고 거절하셨고 그나마 가지고 있던 학생증과 사진으로 찍어놓은 민증사진으로 어떻게 할 수 없냐고 여쭤봤지만 호텔 측에선 안 된다고 하셨습니다 결국 다른 호텔을 찾아 숙박을 하였고 다음날 여기 어때에 전화하여서 이런 상황이 있어 환불을 요구했지만 고객센터에선 환불이 불가능하다 하였고 민증을 잃어버린 건 저희 탓이라 하였습니다 그럼 민증이 없는데 신원을 밝힐 수 있는 것이 있느냐 여쭤보았는데 고객센터에선 경찰에 전화를 하지 그랬느냐 경찰에서는 그런 거 다 해준다 하시는 겁니다 저는 지금 고객센터에 전화를 건 건지 경찰서에 전화를 건 건지 헷갈렸습니다 지방에서 서울 올라와 여기 어때로 싸게 숙박 잡았을 때 신분증과 다른 숙박업소를 잡을 돈이 없으면 밖에서 자야 하나요
24218,24218,야 놀자가 더 싸고 취소도 못하고 별로
24219,24219,아직도 오류 있네 위치 기능 키라고 계속 뜨는 거 어휴
24220,24220,검색 섬세하지 않고 타어 프로보다 검색 불편함
24221,24221,여기 어때에서 알려주는 모텔 펜션 사진이랑 실물이랑 너무 다름 예약하고 기분 좋게 가서 짐 풀려면 항상 실망함 들어가는 순간이건 뭐지 그래서 예약한 방 바꾸고 취소한 게 여러 번 믿을만한 앱은 아닌 듯
24222,24222,예약후 취소하려고 해도 분만 지나면 규정 들먹이면서 취소 환불 처리 안 해주는 쓰레기 앱 별한 개도 아까운 앱 차 라리야 놀 x가 훨씬 나음
24223,24223,사용하기 쉽고 찾는 것도 편하게 되어있네요
24224,24224,여러 어플 중 가장 편리하지만 할인쿠폰 및 자주 이용하는 엘리트 특전이 더 있었으면 좋겠어요 늘 만족합니다
24225,24225,이상하게도 여기어 때가 항상 제일 싸다 쿠폰 혜택받으면 개 꿀임
24226,24226,이용하는 데 불편함 없고 합리적인 가격인 것은 인정하나 사진하고 너무 다른 곳이 많아요 싼 게 비지떡이라고 생각은 하지만 너무 심하게 차이 나는 곳들이 더 많아요 그런 거 관리 좀 해주세요 사진 업데이트
24227,24227,어플 다운로드하고 로그인 화면으로 안 넘어가요
24228,24228,믿고 거릅니다 고객센터 일처리 참 직원들마다 말도 다르고 일도 참 이렇게 어플 써서 화딱지나 보기는 참 에이 퉤
24229,24229,여기 어때 정말 최악입니다 예약하고 모텔 찾아갔더니 착오로 방 다 찼다고 환불해 준다고 다른데 가서 자라고 쉽게 말하네요 밤실에 다른데 택시 타고 가서 비싼 모텔에서 자고 여기 어때 민원 넣으니 더 가관입니다 취소 처리 도와드릴까요 이 말이 전부입니다 정말 최악입니다 절대 사용하지 마세요 리뷰 댓글도 참 죄송한 마음뿐입니다 정말 죄송한 마음뿐입니다 그 외에 취소 처리해줄 테니 다른데 가서 알아봐라 딱이 정도입니다 절대 이용하지 마세요 그 고객은 위약금이 있는데 업체는 죄송하단 말만 하고 절대 손해 안 봅니다
24230,24230,무슨 놈에 쓸려고 할 때마다 업데이트하라고 하냐
24231,24231,좋은 숙박업소가 진짜 많아서 좋아요
24232,24232,가끔 숙박을 이용할 일이 있어서 여기 어때를 이용합니다 핸드폰에 여러 개의 어플을 깔아봤지만 결국 이용하게 되는 어플은 제가 필요로 하는 정보나 이용하기 편리한 어플만 쓰게 되는데 숙박 어플은 여기 어때를 주로 사용합니다 최근에는 모바일 쿠폰이 새로 생겨서 모아놓은 포인트로 구매해서 사용도 할 수 있었어요 지속적인 업데이트 바랍니다
24233,24233,앱 다운로드해 잘 이용하고 있어요 좋아요
24234,24234,앱 구성도 깔끔하고 가격비교해도 항상 최저가인 것 같아요 애용하고 있어요
24235,24235,여기 어때 앱으로 편하게 예약했어요 숙박 대전이라 이용해봤는데 참 편하게 호텔 예약이 가능하네요 정말 편리한 신세계입니다 만 원 할인에 여기 어때 추가 할인까지 대애 박 감사합니다 자주 애용할 것 같네요
24236,24236,가격도조코모텔도조코완존짱
24237,24237,그림 같지 않아서
24238,24238,평점 보고 가서 실망한 적이 한 번 없어 믿고 사용합니다
24239,24239,저렴하게 이용 가능해서 좋아요
24240,24240,고객센터가 엄청 친절해요
24241,24241,예약한 뒤에 코로나 숙박지원 쿠폰이 발표돼서 쿠폰 사용할 수 있는 방법이 있냐고 문의하니 수수료 내고 취소한 다음에 쿠폰 적용하면 된다고 친절히 알려주네요 안 되는 이유라도 간단히 설명해주시지 설마 취소하고 다시 하면 되는지 몰라서 문의했을까요 질문하면 답 한번 듣는데 한 시간씩 걸려서 결국 처음 문의하고 시 오래간만에 수수료 내고 취소한 뒤에 다시 결제하면 된다는 아주 기계적인 답변 들으니 짜증 나네요
24242,24242,예약 확정 문자도 안 보내는 쓰레기 앱
24243,24243,매번 쓸려 하면 업데이트하고 로그인 초기화돼서 졸라 불편
24244,24244,굳굳굳입니다
24245,24245,환불 안 돼서 확인하니 전액 취소 수수료로 처리해 버리고 환불 안 해줌 고객센터와 후 통화 후 겨우 환불받음
24246,24246,한눈에 보기 편해요
24247,24247,숙박 대전시 되자마자 다운 눌렀더니 업데이트를 한다네 어이가 없네요 이미 쿠폰 날렸는데 관리는 무슨
24248,24248,예약을 못하겠네요 숙박 대전이면 사람 몰릴 거 감안해서 서버를 미리 작업해 놨어야 되는 거 아닌가요 얼른 열리게 해주시길
24249,24249,이번 숙박 대전 이벤트로 인해 어플 관리 상태가 확실히 야 X자에 비해 상당히 허술하단 걸 깨닫고 갑니다
24250,24250,숙박 대전 이용하려고 들어가려고 했는데 계속 점검 중이네요 사전예약해 놔서 타어 플 이용도 못하고요 다 어플은 잘 열리는데 이따위로 운영 좀 하지 마세요 역겹네요 진짜
24251,24251,숙박대전쿠폰받으려다혈압올라가네요사전인증했음에도오류로다운안되고인증만번받고다운은계속안되고그러더니사이트접속도안됨아침부터개빡침
24252,24252,아 뭔데 더럽게 느려서 뭘 할 수가 없네 얼른 고쳐주세요 오
24253,24253,잘 사용하고 좋은데 오늘은 왜 접속이 안되고 자꾸 시스템 오류가 뜰까요 오류가 너무 심해요 빠른 해결 좀 해주세요
24254,24254,사진보다 현실이 좀 아니 것 같아요
24255,24255,이번 주말 키즈 풀빌라 예약하고 지역을 바꾸려 시간 후 예약취소를 했는데 환불금 이 밖에 지급이 안 된다 하루 이틀도 아니고 당일시오래간 만에 취소하는 건데 키즈 풀빌라 저렴한 것도 아닌데 순식간에 몇십만 원이 증발되어버리네요 어이없는 환불 정책에 헛웃음 만나네요 별 하나도 아깝습니다
24256,24256,여기 어때 사용하지 마세요 개인 정보다 털립니다 어제 이용하고 모텔에서 나왔는데 휴대폰 번호제 허락도 없이 다른 모르는 사람에게 공유하고 제 전화번호 다 털렸습니다 상관없는 사람은 괜찮은데 이런 거 민감하신 분은 절대 사용하지 마세요
24257,24257,야 놀자가 낫다
24258,24258,어플시작시화면이짤려서로그인버튼을누를수가없어서어플을못쓰네요로그인버튼조금만위로옹려주세요
24259,24259,위치 서비스 켰는데 계속 위치 서비 스키라고 합니다 권한 설정해도 동일하네요
24260,24260,좋은 어플입니다 감사합니다
24261,24261,최신 숙소 및 예약이 편합니다
24262,24262,여기 어때 앱 최고의 숙박 어플 예 스파일 다운로드 앱 최고의 웹하드 다운로드 전용 어플
24263,24263,여기 어때의 후기가 가장 공신력 있는 거 같습니다 후기랑 별점 보고 가면 대부분 맞습니다
24264,24264,날짜 선택 안 하면 객실 안 보이는 거 이제 알았네 그냥 보여주면 안 되나요 나 바보 된 거 같네
24265,24265,왜 다들 여기 어때에서 몰카 촬영 유포한 걸 모르지 그 일이 생긴 제 년밖에 안됐는데 그 뉴스 보고 여기 어때 어플은 이용 용도가 아닌 다른 어플에 있는 모텔이 여기 어때에도 있나 확인 정도로 사용 중
24266,24266,저렴하게 이용하는데 딱이야
24267,24267,할인 혜택부터 초특가까지 강추
24268,24268,찾기도 편하고 할인도 있고 좋은 거 같아요
24269,24269,괜찮은 거 같아요
24270,24270,매번 어플 실행하면 GPS 켜도 반복 GPS 알람 엄청 떠서 짜증 나서 갈아탐 어플 지우고 설치해도 뜨고 폰 재부팅해도 뜨고 노 답이라 Y 놀 자로 넘어감
24271,24271,기도했다도 니넉
24272,24272,빠르게 예약할 수 있어 편리하고 좋아요
24273,24273, 그냥 그래요
24274,24274,업그레이드 계속 멈춤 사용 불가능
24275,24275,좋아요 잘 이용 중요
24276,24276,사용하기 가장 편한 것 같네요
24277,24277,여기가호텰인가요 가지 마세요
24278,24278,여기 어때 좋아
24279,24279,바가지 안 쓰고 좋네요
24280,24280,업데이트 안 하더라도 앱 이용할 수 있게 좀 해주세요 제발
24281,24281,다른 사이트보다 저렴
24282,24282,이마트 첫 결제 반값 구매하기 누르면 흰 화면만 나오고 구매가 안됩니다
24283,24283,쉽고 편하고 많고
24284,24284,쿠폰 구매하기 누르면 흰 화면 뜨는데 확인 좀 해주시겠어요 가입했는데 
24285,24285,그럭저럭 편리성
24286,24286,일목요연하게 잘 정리되어 있네요
24287,24287,지금도 괜찮은데 더 많은 곳이 제공되면 좋겠네요
24288,24288,업데이트가 무한 로딩 중
24289,24289,숙박업주라처음으로여기어때를통해다른업소에예약했는데생각보다결제방법이간단해서좋았습니다그리고나머지는후기보고갛 는 데뷔도 좋고 시설도 좋았습니다
24290,24290,단체 모임 여행도 예약할 수 있게 객실 여러 개를 예약할 수 있으면 좋겠습니다
24291,24291,사용하기 편하고 너무 실용적이에요
24292,24292,업데이트 좀 작작해라 쓸데없이
24293,24293,아주 편리하고 저렴해서 좋습니다
24294,24294,예약이 편하고 쿠폰 사용도 좋아요
24295,24295,업데이트 주기가 너무 짧아 욕뿐만 아니라 강제로 업데이트 안 하면 실행 안 시키는 거 너무 양아치 같아요
24296,24296,업그레이드하고 나서 왜 호텔이나 모텔 펜션 메뉴 누르면 지역 선택에 내 주변밖에 안 나오는 거죠 다른 지역검색해서 봐야 되는데 볼 수가 없어요
24297,24297,사용하기 편하고 좀 더 저렴하게 이용 가능합니다
24298,24298,편리하고 좋아요
24299,24299,업데이트가 전혀 안 됩니다 어찌해야 하나요 답답
24300,24300,예약이 편해졌쇼
24301,24301,좋은가 같아요
24302,24302,바로 예약할 수 있어서 편리하네요
24303,24303,때는년월일금요일최초여행계획은토월박일여행으로계획을하여금요일오후에토요일일요일각각다른숙소를예약함예약후분뒤일정변경으로인하여부득이하게일요일숙소에대하여취소를해야되는상황이발생하여어플상에서예약취소를함취소위약금퍼센트라는상상도못할일이발생하였지만후술하겠음예약한숙소를방문한시간은토요일오후시해당숙소카운터에본인이름예약번호전달하였으나예약안되어있다고함이와관련하여고객센터문의결과여기어때전산상의문제로인하여숙소예약에대하여취소요청을받음이에대하여고객센터직원은인근에위치한숙소제의하였으나문의결과그쪽또한방X극성수기금요일오후시분명하게예약했다고생각한숙소에서문전박대당한우리는여행취소또한금요일오후분만에취소한건에대하여환급조치가안돼문의하니취소수수료가퍼센트로해당없다함
24304,24304,지인 추천으로 가입을 하려고 하는데 상당히 좋다 하네 요동종 다른 앱보단 우월하다 하네요
24305,24305,옛날 아이디로 그인 이 안됩니다 비번 재설정했는데도 새로 회원 가입한 아이디는 로그인 잘 되는데 이런 경우도 있는지 앱 너무 허술하네요
24306,24306,여러 숙박 어플 써봤지만 여기어 때가 제일 깔끔하고 편합니다 찜 한 숙소 목록에서 예약하고 싶은 날짜를 설정했으면 좋겠어요 맘에 들어서 여러 가지 찜 해놓고 가격비교하는 게 번거롭네요 이 기능도 추가됐으면 좋겠습니다
24307,24307,괜찮네요 편리한 앱
24308,24308,환불을 한 달 동안 다음 주 다음 주하며 계속 미루고 또 미루고 상급자분들과 통화 후에 카카오페이 측으로 연락하셔야 한 다카 카오 페이에 연락드리면 여기 어때에 서는 받은 서류가 없다 항상 미루기만 하고 책임 전가하고 다시는 사용하고 싶지 않네요 진짜 최악 중에 최악입니다 많은 돈도 아닌 적은 돈으로 주재 계속 스트레스받아 가며 통화하려니 진짜 미치겠네요
24309,24309,타어 풀과 비교 동일 시간 동일 호텔 가격 차이 만 원이 넘게 납니다 결제 후 시간 됐는데 규정상 환불 불까 고 도와줄 수 없다 합니다 다른 어플 쓰세요 여기 어때는 삭제하세요 가격 차이 사기 수준 어떻게 같은 시간 같은 호텔 가격 차이가 만 원이 이거 완전 낚시 장사 아냐
24310,24310,고객센터가 다른 데랑 달리 문제가 많음 백날 문의하느니 소비자보호원에 신고하세요 만 원짜리 쿠폰 한 장 던져줌
24311,24311,결제 실수로 취소하려면 개고생입니다 순간의 액정 탭 실수로 한번 나간 돈은 내 돈이 아닌 것 같은 기분이랄까 모든 상거래가 환불 규정이 있을 텐데 너무 이기적인 회사 위주의 정책이네요 출장 업무 때문에 당일예약했는데 카카오페이 개인통장으로 결제되어 법인카드로 다시 결제하는 과정이 너무 번거롭네요 사용자 위주의 결제 취소 개선이 필요합니다 암튼 결제 조심
24312,24312,당일에 예약을 잘못해서 분만에 취소했는데 전액 환불 취소라고 하네요 환불 규정도 콩알만 하게 적어놓고서는 전화하니까 고객님 잘못하셨잖아요하고 있고 정말 정말 멋진 어플입니다 돈 만 원 기업에게 강제기 부당했네요 제발 그딴 식으로 영업하지 말았으면 좋겠어요
24313,24313,대실 하려고 깔았더니 전부 객실 문의 하루 전에 대실 예약하는 거프 런트에 실시간으로 반영이 안 되나 봄
24314,24314,숙소 중복 예약으로 남의 휴가 싹 망쳐놓고 최상위 부서라고 연락 와서 회사 시스템이 그래서 어쩔 수 없다며 처음엔 만 원 두 번째는 만 원 최상 위부 서민원 센터에서는 만 원 쿠폰들이 미는 쓰레기 같은 어플
24315,24315,좋은 정보감사
24316,24316,최악 날짜 잘못 눌러서 현장 결제배 이상했는데 다음날 꺼라 취소도 안 해줌
